,views,likes,dislikes,comment_count,comments_disabled,ratings_disabled,No_tags
9032,74799,361,41,25,False,False,35
9033,175152,3921,122,91,False,False,3
9034,2151062,6749,3734,537,False,False,18
9035,2649484,39648,1626,2043,False,False,16
9036,20930,387,38,16,False,False,7
9037,52471,82,21,4,False,False,10
9038,79180,4899,350,243,False,False,30
9039,399657,1426,184,121,False,False,10
9040,59434,210,180,36,False,False,25
9041,1014728,3392,779,228,False,False,19
9042,45767,626,51,30,False,False,15
9043,58576,2539,38,576,False,False,71
9044,33957,0,0,0,True,True,40
9045,221885,527,165,157,False,False,1
9046,116172,404,38,70,False,False,25
9047,1565942,69362,13151,18227,False,False,12
9048,226248,4489,390,444,False,False,24
9049,14775,900,7,154,False,False,21
9050,49128,364,13,19,False,False,10
9051,46939,269,21,18,False,False,6
9052,168935,4596,238,288,False,False,7
9053,58151,3312,92,253,False,False,21
9054,128086,11055,169,572,False,False,28
9055,117262,15269,395,1204,False,False,14
9056,72036,6795,114,814,False,False,11
9057,33419,2094,12,112,False,False,14
9058,206081,3572,450,711,False,False,12
9059,843798,9321,706,361,False,False,29
9060,1138705,6728,936,523,False,False,26
9061,45861,450,251,166,False,False,23
9062,767528,3153,609,0,True,False,12
9063,1296060,7207,904,109,False,False,27
9064,86736,1632,144,167,False,False,14
9065,290941,1660,88,90,False,False,6
9066,99728,970,94,134,False,False,18
9067,165601,1497,104,87,False,False,26
9068,304884,3961,165,387,False,False,29
9069,15057,44,14,18,False,False,11
9070,130989,1331,251,177,False,False,10
9071,2225369,93934,11085,23251,False,False,58
9072,172159,1053,170,59,False,False,27
9073,3957090,141811,7280,14900,False,False,18
9074,2398555,124005,24907,10637,False,False,11
9075,5244367,286966,18253,14648,False,False,19
9076,1277194,8091,1342,736,False,False,33
9077,3373463,12115,3292,853,False,False,16
9078,1285894,3873,1428,615,False,False,20
9079,467836,2315,1024,547,False,False,11
9080,326713,1063,338,403,False,False,16
9081,665608,37766,1584,885,False,False,37
9082,1329648,6511,2127,1014,False,False,24
9083,1229841,8950,749,342,False,False,24
9084,1498199,31957,2397,1760,False,False,15
9085,1248760,54771,1554,2016,False,False,23
9086,632935,2655,225,110,False,False,11
9087,795323,10106,2630,2654,False,False,24
9088,568596,77611,1632,3283,False,False,13
9089,1441143,12480,1888,1869,False,False,21
9090,281748,3953,411,155,False,False,13
9091,1726950,125052,5540,9553,False,False,26
9092,2462051,64530,3900,2596,False,False,24
9093,4949638,29221,5248,1962,False,False,13
9094,509179,0,0,642,False,True,19
9095,544578,11544,915,448,False,False,15
9096,213074,18950,306,4509,False,False,7
9097,209990,4535,62,163,False,False,16
9098,81977,141,102,66,False,False,20
9099,1278953,62876,5900,2257,False,False,3
9100,5299482,131433,3995,6997,False,False,18
9101,782972,5070,532,184,False,False,25
9102,151504,2221,399,365,False,False,10
9103,1245531,15812,883,715,False,False,21
9104,8493179,138170,9489,5735,False,False,26
9105,118959,1001,97,585,False,False,22
9106,182468,432,99,24,False,False,1
9107,1974680,161637,2889,10587,False,False,20
9108,6320681,443107,10128,52708,False,False,13
9109,1998460,3765,1951,546,False,False,19
9110,534710,9205,751,974,False,False,12
9111,2036599,7683,1128,541,False,False,35
9112,141840,789,109,22,False,False,25
9113,115851,1507,133,248,False,False,33
9114,84813,185,100,38,False,False,25
9115,120099,1190,209,61,False,False,1
9116,334997,1328,213,73,False,False,18
9117,265454,793,76,77,False,False,19
9118,3254878,243969,6761,18177,False,False,11
9119,38454,76,86,12,False,False,20
9120,634518,12902,648,522,False,False,18
9121,268723,2481,271,485,False,False,12
9122,172285,998,276,217,False,False,2
9123,1094287,11243,1227,1154,False,False,24
9124,655233,43794,1369,2563,False,False,26
9125,195448,661,214,32,False,False,4
9126,763115,93981,1786,5653,False,False,11
9127,1196235,13303,1729,861,False,False,7
9128,331263,10004,207,228,False,False,11
9129,250934,0,0,0,True,True,5
9130,139619,2919,68,150,False,False,12
9131,68969,3449,40,714,False,False,56
9132,1739838,81809,2435,11126,False,False,8
9133,889995,84153,858,8918,False,False,9
9134,280926,18277,1093,882,False,False,10
9135,157196,1874,732,732,False,False,23
9136,218766,400,233,0,True,False,20
9137,269715,2503,1276,877,False,False,26
9138,197266,507,222,151,False,False,30
9139,793486,4325,504,977,False,False,23
9140,367974,1589,414,241,False,False,11
9141,426458,12305,562,343,False,False,27
9142,48229,194,44,10,False,False,24
9143,110814,1111,241,87,False,False,36
9144,444546,3410,302,249,False,False,19
9145,709273,2310,1289,174,False,False,10
9146,1403073,6333,1527,1105,False,False,18
9147,367374,24736,546,1674,False,False,46
9148,629541,7295,550,346,False,False,1
9149,1060769,62218,1146,2494,False,False,1
9150,201638,1173,97,84,False,False,12
9151,80611,1667,116,63,False,False,8
9152,536620,11054,550,440,False,False,27
9153,48368,711,350,294,False,False,7
9154,368910,29862,904,2691,False,False,25
9155,149887,6397,740,3952,False,False,17
9156,102899,580,76,58,False,False,6
9157,156277,806,107,47,False,False,26
9158,228795,2143,1931,463,False,False,20
9159,70451,643,81,32,False,False,29
9160,113909,8677,93,1184,False,False,32
9161,55308,278,56,14,False,False,25
9162,61980,670,36,11,False,False,25
9163,9680651,299401,15273,8387,False,False,18
9164,138271,1633,424,297,False,False,17
9165,1196329,3095,1336,435,False,False,15
9166,300190,14160,861,468,False,False,16
9167,111364,589,119,17,False,False,16
9168,234184,3671,165,157,False,False,10
9169,198523,1084,470,69,False,False,2
9170,112373,200,43,15,False,False,31
9171,337918,27884,1174,4896,False,False,37
9172,103824,478,68,30,False,False,35
9173,173677,929,65,55,False,False,10
9174,23076,0,0,0,True,True,1
9175,226044,1077,379,528,False,False,22
9176,946381,26088,553,1679,False,False,29
9177,163351,821,409,146,False,False,8
9178,455068,3457,248,338,False,False,23
9179,339933,7724,960,879,False,False,23
9180,226823,2458,361,519,False,False,30
9181,2134271,19570,902,536,False,False,20
9182,2696720,33130,2377,1709,False,False,32
9183,72086,3905,246,858,False,False,23
9184,138676,866,226,245,False,False,26
9185,25852,1448,33,286,False,False,11
9186,593428,2362,680,389,False,False,14
9187,71990,364,25,240,False,False,19
9188,1042396,26474,602,1185,False,False,15
9189,119257,1117,375,1193,False,False,23
9190,260164,6767,468,403,False,False,6
9191,476106,19359,634,1896,False,False,7
9192,325725,2237,199,128,False,False,26
9193,38068,46,39,5,False,False,22
9194,245210,4608,1510,435,False,False,10
9195,94148,517,91,23,False,False,20
9196,34631260,645921,45039,58459,False,False,24
9197,127584,9672,171,1019,False,False,11
9198,77390,583,202,60,False,False,18
9199,33331,263,103,106,False,False,21
9200,186546,1992,53,51,False,False,16
9201,172766,3114,210,470,False,False,28
9202,4399046,95016,1979,2798,False,False,24
9203,31103,51,18,1,False,False,27
9204,46378,56,23,0,True,False,22
9205,197101,621,131,117,False,False,27
9206,172444,992,55,22,False,False,17
9207,37114,920,26,24,False,False,16
9208,48498,299,19,5,False,False,10
9209,374931,1059,194,155,False,False,7
9210,124644,2808,69,88,False,False,21
9211,14214,361,12,49,False,False,29
9212,58182,5397,143,265,False,False,1
9213,241442,5589,145,477,False,False,8
9214,333464,1031,289,56,False,False,12
9215,1017783,3694,784,0,True,False,12
9216,46455,150,43,49,False,False,16
9217,176562,1234,198,136,False,False,16
9218,110633,711,97,67,False,False,10
9219,329875,1870,309,311,False,False,1
9220,698146,35317,2202,3075,False,False,36
9221,159352,0,0,137,False,True,7
9222,4826836,13685,3549,540,False,False,24
9223,3259766,108664,7634,2747,False,False,12
9224,251882,727,167,110,False,False,5
9225,96867,5259,142,191,False,False,13
9226,16045,0,0,6,False,True,22
9227,98649,852,239,0,True,False,38
9228,71336,344,29,3,False,False,10
9229,38170,175,40,0,True,False,18
9230,298521,11595,805,438,False,False,50
9231,173512,3711,168,1218,False,False,15
9232,36350,929,38,117,False,False,15
9233,336409,443,141,26,False,False,22
9234,387957,8552,306,367,False,False,18
9235,71455,164,13,6,False,False,10
9236,852813,58531,1573,4640,False,False,6
9237,279497,619,167,145,False,False,3
9238,89897,2685,47,149,False,False,24
9239,435530,2109,513,62,False,False,7
9240,48395,6821,273,1183,False,False,22
9241,359325,1142,76,137,False,False,31
9242,66356,944,48,0,True,False,14
9243,234832,712,213,36,False,False,20
9244,39297,44,18,23,False,False,6
9245,91761,7909,270,1435,False,False,28
9246,40370,117,20,12,False,False,11
9247,79845,2719,120,184,False,False,14
9248,34073,1854,136,207,False,False,27
9249,411055,1484,120,117,False,False,10
9250,722098,34666,769,2034,False,False,10
9251,3672025,126003,23290,32119,False,False,58
9252,201211,4926,224,652,False,False,21
9253,3715225,326491,4375,26962,False,False,3
9254,29704,1409,46,121,False,False,1
9255,40576,1789,118,491,False,False,31
9256,8039077,205728,12773,19558,False,False,18
9257,6309136,164512,31482,12792,False,False,11
9258,828427,890,1221,320,False,False,11
9259,6301774,304494,20818,15585,False,False,19
9260,254922,2354,341,719,False,False,22
9261,291106,1029,575,525,False,False,7
9262,1427605,10767,1470,518,False,False,13
9263,321323,777,172,88,False,False,16
9264,447419,1602,359,138,False,False,32
9265,443583,845,323,504,False,False,17
9266,488830,3822,1239,813,False,False,10
9267,1909042,10342,1809,991,False,False,33
9268,2154334,5456,2016,891,False,False,20
9269,112772,846,146,295,False,False,5
9270,230819,741,135,81,False,False,15
9271,4361558,15560,4199,1021,False,False,16
9272,763693,3394,1457,814,False,False,11
9273,94766,430,107,48,False,False,15
9274,951618,7053,1171,960,False,False,18
9275,214389,238,474,0,True,False,18
9276,947677,3316,323,130,False,False,11
9277,153192,2286,405,233,False,False,26
9278,66451,32,101,27,False,False,20
9279,608644,3752,712,628,False,False,13
9280,878271,97975,2286,3873,False,False,13
9281,407750,1175,407,483,False,False,16
9282,615333,42782,1492,1530,False,False,28
9283,108699,157,122,17,False,False,23
9284,810410,41356,1926,781,False,False,37
9285,254988,366,774,154,False,False,21
9286,362334,6245,111,214,False,False,16
9287,191086,227,215,105,False,False,20
9288,1713030,10748,980,434,False,False,24
9289,485096,3593,8285,0,True,False,20
9290,1709476,7991,2549,1037,False,False,24
9291,136046,289,141,24,False,False,12
9292,594629,2383,1345,160,False,False,2
9293,1627581,62961,1790,2145,False,False,23
9294,482396,743,474,0,True,False,9
9295,397163,3125,384,534,False,False,33
9296,1968687,16011,2684,2128,False,False,21
9297,87579,363,72,223,False,False,23
9298,102158,4960,189,396,False,False,26
9299,282382,11510,173,316,False,False,12
9300,479412,12877,277,174,False,False,11
9301,592623,9447,2388,1059,False,False,19
9302,701230,973,555,258,False,False,30
9303,207204,5112,711,357,False,False,6
9304,1637498,33458,2539,1801,False,False,15
9305,2237588,173907,3248,11186,False,False,20
9306,349622,24722,463,6078,False,False,7
9307,366612,4736,335,865,False,False,26
9308,2612517,235274,11429,20462,False,False,1
9309,138565,476,89,139,False,False,14
9310,2288223,152810,6908,10915,False,False,26
9311,584858,0,0,684,False,True,19
9312,3208825,51775,2723,5706,False,False,28
9313,200072,7112,379,991,False,False,9
9314,1117114,6489,736,271,False,False,25
9315,317091,464,92,201,False,False,7
9316,875192,10803,2795,2601,False,False,24
9317,633736,12924,1049,479,False,False,15
9318,306460,2458,202,504,False,False,23
9319,108253,1673,194,216,False,False,17
9320,70180,177,30,25,False,False,30
9321,5631338,31410,5805,749,False,False,13
9322,302905,715,69,135,False,False,10
9323,1535047,17060,1046,773,False,False,21
9324,165074,1179,114,682,False,False,22
9325,87036,424,104,37,False,False,25
9326,185103,289,25,23,False,False,10
9327,164616,609,166,24,False,False,20
9328,29553,161,35,7,False,False,19
9329,178285,926,154,29,False,False,25
9330,162157,4990,110,129,False,False,6
9331,128677,379,440,235,False,False,8
9332,3643836,39010,3183,2091,False,False,32
9333,276429,2323,350,45,False,False,19
9334,80161,7971,416,711,False,False,15
9335,268153,1428,177,510,False,False,3
9336,64909,3602,65,478,False,False,56
9337,360838,1912,394,180,False,False,14
9338,217444,1413,154,31,False,False,13
9339,223817,525,126,30,False,False,1
9340,5909881,141766,4336,7318,False,False,18
9341,44409,426,61,0,True,False,24
9342,116609,1536,1101,514,False,False,18
9343,433057,32125,1057,2789,False,False,25
9344,231516,1198,382,252,False,False,2
9345,82699,230,29,36,False,False,20
9346,9743210,149022,10485,6328,False,False,26
9347,66912,320,60,27,False,False,15
9348,637920,10053,861,1010,False,False,12
9349,228747,1745,154,120,False,False,25
9350,264847,3634,259,198,False,False,37
9351,195420,1017,150,0,True,False,2
9352,149948,560,78,35,False,False,20
9353,295740,0,0,0,True,True,5
9354,105349,853,155,60,False,False,20
9355,82632,3615,375,306,False,False,16
9356,125586,2461,1004,1088,False,False,16
9357,274772,1384,131,94,False,False,12
9358,228451,4115,114,224,False,False,12
9359,161458,340,86,24,False,False,31
9360,63881,253,43,22,False,False,16
9361,144759,1270,241,75,False,False,1
9362,335185,2961,332,459,False,False,12
9363,320242,14591,675,904,False,False,21
9364,136909,688,31,152,False,False,6
9365,244858,8569,236,271,False,False,13
9366,41547,588,25,60,False,False,17
9367,2824423,65817,5212,6688,False,False,26
9368,377102,1406,245,71,False,False,18
9369,85330,4438,234,844,False,False,33
9370,43151,169,33,42,False,False,15
9371,347468,896,102,85,False,False,19
9372,76760,464,196,218,False,False,21
9373,43409,95,7,1,False,False,10
9374,131337,2009,166,49,False,False,17
9375,269188,810,287,39,False,False,4
9376,407477,11078,1434,1131,False,False,23
9377,132050,1075,161,49,False,False,29
9378,24699,0,0,0,True,True,1
9379,33772,92,13,18,False,False,21
9380,2218063,8099,1212,587,False,False,35
9381,44614,2215,99,306,False,False,21
9382,43554,1247,14,55,False,False,29
9383,53776,67,163,12,False,False,23
9384,865155,101249,1978,5923,False,False,11
9385,191530,3735,156,103,False,False,37
9386,106468,672,91,50,False,False,30
9387,107990,222,25,14,False,False,13
9388,65649,86,32,2,False,False,27
9389,204828,2357,902,856,False,False,23
9390,3401497,249240,6925,18245,False,False,11
9391,6553589,449284,10328,53176,False,False,13
9392,73410,130,24,153,False,False,26
9393,177573,1354,487,1354,False,False,23
9394,699783,13470,684,499,False,False,18
9395,721140,46010,1467,2428,False,False,26
9396,93364,444,55,19,False,False,35
9397,47279,554,78,55,False,False,32
9398,41425,376,51,11,False,False,1
9399,57338,492,102,25,False,False,2
9400,1324966,14267,1871,902,False,False,7
9401,132121,663,99,64,False,False,6
9402,35641,399,58,37,False,False,31
9403,79692,767,43,13,False,False,25
9404,309132,19257,1191,922,False,False,10
9405,157173,3501,93,103,False,False,21
9406,77469,409,88,305,False,False,1
9407,42157,257,47,36,False,False,17
9408,1115174,11414,1236,1015,False,False,24
9409,55446,131,38,10,False,False,17
9410,2130659,28119,4721,2933,False,False,25
9411,967687,87835,916,9191,False,False,16
9412,143426,1321,309,97,False,False,36
9413,1897017,85754,2577,11497,False,False,8
9414,361560,1897,288,44,False,False,4
9415,295689,2748,1366,972,False,False,26
9416,74714,261,30,15,False,False,27
9417,79098,419,76,235,False,False,13
9418,81618,444,67,13,False,False,21
9419,623601,12024,616,479,False,False,27
9420,71295,447,31,19,False,False,12
9421,104791,429,33,199,False,False,19
9422,148776,568,128,93,False,False,12
9423,78239,365,77,0,False,False,25
9424,29593,36,64,18,False,False,26
9425,162374,1876,479,353,False,False,17
9426,738821,7782,607,370,False,False,1
9427,531459,3884,344,266,False,False,19
9428,368398,16386,1049,524,False,False,16
9429,780665,2464,1422,186,False,False,10
9430,79783,440,37,35,False,False,14
9431,58175,57,66,5,False,False,22
9432,55129,1168,28,28,False,False,16
9433,25072,2006,24,80,False,False,29
9434,39143,69,26,3,False,False,33
9435,451469,12559,582,349,False,False,27
9436,45843,57,36,49,False,False,23
9437,408771,1740,475,260,False,False,11
9438,222563,929,193,111,False,False,25
9439,100271,196,23,5,False,False,15
9440,3207142,162852,25167,40124,False,False,60
9441,23397,429,36,143,False,False,23
9442,52958,263,18,4,False,False,15
9443,394178,25573,573,1707,False,False,46
9444,129752,657,137,19,False,False,16
9445,10008003,236463,15887,22154,False,False,18
9446,7575788,182990,34486,14014,False,False,11
9447,384224,12044,147,388,False,False,1
9448,465564,4267,1953,951,False,False,41
9449,1135458,1249,1770,519,False,False,11
9450,498299,3381,649,1141,False,False,22
9451,727245,16776,775,826,False,False,15
9452,2632856,16034,2495,890,False,False,13
9453,297669,931,223,174,False,False,17
9454,317997,833,584,266,False,False,19
9455,289933,1074,443,0,True,False,1
9456,614495,1743,1174,154,False,False,20
9457,650223,1917,548,265,False,False,21
9458,7502285,318425,22824,16210,False,False,19
9459,409676,1240,705,634,False,False,7
9460,575085,2564,591,414,False,False,19
9461,434363,6059,937,582,False,False,26
9462,253969,768,219,120,False,False,15
9463,1018625,38135,582,1448,False,False,24
9464,560752,1021,432,610,False,False,17
9465,393410,839,197,99,False,False,16
9466,833766,4700,1900,1194,False,False,18
9467,575188,2278,358,53,False,False,13
9468,132226,3745,64,142,False,False,22
9469,385365,986,176,104,False,False,15
9470,6438153,136775,3643,4670,False,False,20
9471,349040,2056,904,549,False,False,10
9472,244308,249,264,33,False,False,23
9473,5792100,367447,22386,35704,False,False,1
9474,2327721,11609,2072,1119,False,False,33
9475,344292,3136,264,596,False,False,23
9476,503703,1030,268,504,False,False,20
9477,286519,30783,1774,1898,False,False,25
9478,339552,353,753,0,True,False,18
9479,502439,1947,251,330,False,False,6
9480,2470572,5961,2275,50,False,False,20
9481,216777,6694,317,512,False,False,26
9482,375012,2190,242,428,False,False,33
9483,902932,50106,1806,1778,False,False,28
9484,97087,72,249,47,False,False,20
9485,4979532,17315,4719,1170,False,False,16
9486,631589,4126,9473,0,True,False,20
9487,693201,2264,1288,377,False,False,21
9488,107942,165,91,24,False,False,18
9489,740428,2873,1793,201,False,False,2
9490,870747,3705,1598,757,False,False,11
9491,479490,15279,231,396,False,False,12
9492,409296,1207,113,110,False,False,10
9493,230098,2713,347,311,False,False,17
9494,611765,11370,2910,1186,False,False,19
9495,491080,6886,617,1105,False,False,26
9496,1022751,3486,346,135,False,False,11
9497,1010363,104739,2571,4103,False,False,13
9498,322728,7334,178,177,False,False,6
9499,1246408,7302,571,1025,False,False,10
9500,344369,6324,1058,468,False,False,6
9501,497577,7437,146,271,False,False,16
9502,602941,898,630,0,True,False,9
9503,51006,380,73,14,False,False,27
9504,2181907,12235,1157,466,False,False,24
9505,194632,350,131,46,False,False,36
9506,49878,2400,276,248,False,False,13
9507,899198,43545,2110,792,False,False,37
9508,100962,5967,222,895,False,False,31
9509,2081692,9256,2893,1170,False,False,24
9510,110603,478,115,57,False,False,25
9511,93514,637,95,0,True,False,24
9512,161909,1499,118,195,False,False,26
9513,41150,581,83,40,False,False,10
9514,1043600,1205,782,307,False,False,30
9515,1970390,68583,1950,2219,False,False,23
9516,68276,0,0,0,True,True,11
9517,97063,2694,73,910,False,False,18
9518,4377502,59742,3472,6778,False,False,28
9519,57018,0,0,0,True,True,15
9520,59867,3265,52,588,False,False,56
9521,152211,324,171,29,False,False,12
9522,61524,374,113,40,False,False,19
9523,35364,149,31,22,False,False,20
9524,74856,813,73,45,False,False,28
9525,101830,2182,39,93,False,False,29
9526,94508,381,70,160,False,False,24
9527,2305197,18051,3151,2454,False,False,21
9528,170807,21859,193,4425,False,False,1
9529,142906,522,141,20,False,False,20
9530,521429,13599,295,183,False,False,11
9531,121707,909,252,157,False,False,18
9532,48126,5043,77,510,False,False,12
9533,309726,8523,497,1022,False,False,9
9534,190459,0,0,118,False,True,13
9535,2832158,174579,8034,11830,False,False,26
9536,111928,485,175,90,False,False,17
9537,45823,1061,74,358,False,False,23
9538,239335,762,119,51,False,False,20
9539,368792,1698,437,201,False,False,14
9540,174562,3540,386,663,False,False,14
9541,92375,2149,145,479,False,False,16
9542,58816,1138,33,41,False,False,33
9543,35080,31,105,11,False,False,25
9544,27278,0,0,0,True,True,1
9545,2416876,180888,3443,11512,False,False,20
9546,216918,1304,175,262,False,False,1
9547,126595,833,191,53,False,False,17
9548,321393,1262,238,0,True,False,2
9549,677660,13523,1107,402,False,False,15
9550,217765,25286,812,2291,False,False,42
9551,184451,911,137,63,False,False,30
9552,3933964,40620,3424,2228,False,False,32
9553,69905,599,42,31,False,False,26
9554,754418,11721,467,372,False,False,21
9555,331059,483,96,240,False,False,7
9556,422400,2935,481,62,False,False,19
9557,80556,136,131,39,False,False,20
9558,915519,11070,2875,2710,False,False,24
9559,163757,439,577,293,False,False,8
9560,101234,69,18,23,False,False,4
9561,124888,212,46,16,False,False,10
9562,80463,1790,117,126,False,False,40
9563,255019,1132,193,30,False,False,7
9564,352476,4292,318,227,False,False,37
9565,207684,1033,143,217,False,False,17
9566,145187,613,56,27,False,False,26
9567,297140,1164,68,92,False,False,10
9568,76242,181,35,32,False,False,30
9569,55450,69,76,0,True,False,13
9570,148460,5223,514,341,False,False,16
9571,154610,1720,1532,684,False,False,18
9572,180450,1248,125,704,False,False,22
9573,126527,0,0,88,False,True,8
9574,181610,3123,1249,1367,False,False,16
9575,124474,716,100,46,False,False,20
9576,6199612,32955,6214,925,False,False,13
9577,61141,138,20,23,False,False,21
9578,114611,283,41,44,False,False,20
9579,471744,2490,465,407,False,False,28
9580,44133,91,16,3,False,False,8
9581,83116,328,54,25,False,False,16
9582,1728203,34443,2614,1805,False,False,15
9583,96974,8644,474,783,False,False,15
9584,87996,458,56,24,False,False,35
9585,187994,1392,529,1422,False,False,26
9586,88410,81,149,19,False,False,20
9587,431916,16959,860,997,False,False,21
9588,138280,265,33,20,False,False,13
9589,467234,33016,1107,2883,False,False,25
9590,91487,90,270,22,False,False,23
9591,3322130,35099,6902,4030,False,False,25
9592,63648,224,41,51,False,False,15
9593,25865,1361,43,193,False,False,8
9594,165374,2187,196,68,False,False,17
9595,134122,3437,577,986,False,False,26
9596,11270724,159239,11496,6693,False,False,26
9597,147629,819,144,56,False,False,36
9598,60231,709,30,64,False,False,17
9599,26312,1249,14,200,False,False,28
9600,3672946,80404,6040,7919,False,False,26
9601,239525,558,134,30,False,False,1
9602,349858,9499,264,287,False,False,13
9603,739791,10713,963,996,False,False,12
9604,255018,1280,421,250,False,False,2
9605,27135,188,35,28,False,False,15
9606,36304,34,68,0,True,False,1
9607,52212,311,23,352,False,False,12
9608,61673,527,85,273,False,False,8
9609,53586,156,20,6,False,False,10
9610,1099221,18713,450,1180,False,False,30
9611,87852,225,67,140,False,False,14
9612,853894,74675,657,4157,False,False,10
9613,66864,2715,123,309,False,False,21
9614,436430,2133,355,52,False,False,4
9615,560536,13140,1648,1295,False,False,23
9616,385606,3243,367,487,False,False,12
9617,59368,1502,3806,1084,False,False,18
9618,18885,215,14,9,False,False,9
9619,6400374,148345,4569,7519,False,False,21
9620,47580,279,35,20,False,False,6
9621,272140,4758,138,247,False,False,12
9622,97808,554,243,281,False,False,21
9623,300861,1444,140,103,False,False,22
9624,201846,729,169,108,False,False,12
9625,306092,0,0,0,True,True,5
9626,11224966,253673,17889,23501,False,False,18
9627,8527126,194470,36400,15090,False,False,11
9628,983601,7008,3422,1730,False,False,41
9629,622408,16390,243,537,False,False,1
9630,665038,1549,1061,0,True,False,1
9631,1350488,22496,1157,1101,False,False,15
9632,711461,1342,1360,470,False,False,19
9633,503465,4042,863,883,False,False,23
9634,348820,34838,1769,2256,False,False,9
9635,1310331,1390,2057,391,False,False,11
9636,632536,34461,1315,1215,False,False,51
9637,1006283,7365,2406,2598,False,False,14
9638,595318,3734,836,1432,False,False,22
9639,937757,2214,2441,0,True,False,15
9640,545104,4496,563,324,False,False,35
9641,575989,42509,2829,2422,False,False,25
9642,3235183,18293,2988,991,False,False,13
9643,454949,606,301,55,False,False,18
9644,793273,4082,1472,680,False,False,18
9645,149217,1087,312,221,False,False,15
9646,962236,2367,1683,228,False,False,20
9647,334414,992,248,188,False,False,17
9648,588294,103639,1469,8858,False,False,12
9649,828187,2210,666,313,False,False,21
9650,463259,757,717,130,False,False,1
9651,391952,3423,249,678,False,False,23
9652,8477150,327296,24077,16551,False,False,19
9653,649475,9697,1360,960,False,False,26
9654,433624,2067,432,123,False,False,22
9655,7678343,433753,28404,43141,False,False,1
9656,215797,4904,82,186,False,False,22
9657,9443165,186414,5232,5728,False,False,20
9658,2747177,43527,864,1596,False,False,24
9659,435615,1286,726,711,False,False,7
9660,154958,7440,354,1060,False,False,31
9661,173896,19228,541,1752,False,False,14
9662,155191,18159,201,704,False,False,22
9663,781446,2645,444,66,False,False,13
9664,107867,334,132,0,True,False,14
9665,208410,1221,129,384,False,False,33
9666,316111,4715,341,602,False,False,14
9667,285987,563,181,57,False,False,36
9668,163363,605,139,341,False,False,15
9669,130089,2041,207,82,False,False,19
9670,700679,2285,327,357,False,False,6
9671,296027,7638,407,653,False,False,26
9672,406176,855,204,103,False,False,16
9673,297528,0,0,132,False,True,8
9674,126621,862,232,191,False,False,6
9675,93961,955,149,80,False,False,10
9676,217443,5744,71,201,False,False,28
9677,173799,17351,498,2249,False,False,20
9678,60274,68,87,0,True,False,30
9679,111456,3543,590,392,False,False,13
9680,232791,773,64,65,False,False,19
9681,100176,4232,136,892,False,False,12
9682,75820,236,59,29,False,False,20
9683,225701,453,99,34,False,False,24
9684,58918,3019,49,515,False,False,56
9685,404224,1017,185,101,False,False,15
9686,138627,491,169,46,False,False,20
9687,363508,2113,1009,589,False,False,10
9688,327484,3399,469,395,False,False,17
9689,1118284,54119,2005,1854,False,False,28
9690,118581,636,238,67,False,False,19
9691,917379,22296,883,1045,False,False,26
9692,620927,8317,813,880,False,False,26
9693,2253818,72068,2060,2302,False,False,23
9694,868636,3268,2088,225,False,False,2
9695,630392,17734,281,440,False,False,12
9696,146335,1267,123,66,False,False,28
9697,46431,173,6,7,False,False,10
9698,391354,385,833,0,True,False,18
9699,177154,7085,553,409,False,False,19
9700,29604,55,32,4,False,False,19
9701,153015,1222,96,687,False,False,9
9702,444982,9229,239,209,False,False,6
9703,2687134,6351,2476,13,False,False,20
9704,703169,12734,3019,458,False,False,19
9705,94298,83,93,14,False,False,33
9706,113411,84,310,63,False,False,20
9707,92085,6299,192,686,False,False,19
9708,175556,0,0,0,True,True,9
9709,84856,6291,134,566,False,False,12
9710,48569,1257,46,267,False,False,25
9711,687387,4393,9950,0,True,False,20
9712,372399,1732,417,244,False,False,14
9713,170092,1104,337,191,False,False,18
9714,214686,2937,231,209,False,False,40
9715,3195112,61513,15508,21892,False,False,20
9716,110988,148,161,47,False,False,20
9717,501392,1309,141,60,False,False,10
9718,426531,6889,1257,411,False,False,6
9719,1091657,108721,2677,3892,False,False,13
9720,76730,833,21,20,False,False,33
9721,716219,1025,748,0,True,False,9
9722,99498,271,42,13,False,False,25
9723,34690,38,58,8,False,False,22
9724,1065194,3577,367,136,False,False,11
9725,89600,1595,115,220,False,False,1
9726,189300,18581,564,3668,False,False,42
9727,26350,0,0,0,True,True,1
9728,890578,3746,1636,793,False,False,11
9729,119327,749,133,0,True,False,24
9730,75374,432,116,61,False,False,27
9731,2552228,13172,1291,522,False,False,24
9732,115091,569,39,29,False,False,26
9733,578285,8956,164,348,False,False,16
9734,113880,3965,124,567,False,False,15
9735,941378,17536,409,991,False,False,30
9736,175149,1273,300,67,False,False,19
9737,158866,1899,194,634,False,False,18
9738,4837982,62706,3745,6127,False,False,28
9739,97160,4222,302,504,False,False,1
9740,235266,4089,457,735,False,False,14
9741,62672,309,31,23,False,False,23
9742,156622,588,236,112,False,False,17
9743,948675,44727,2181,821,False,False,37
9744,49114,426,22,39,False,False,10
9745,200631,440,65,43,False,False,10
9746,163758,598,185,124,False,False,15
9747,57884,498,59,86,False,False,16
9748,106066,791,57,41,False,False,26
9749,101775,1182,117,12,False,False,18
9750,119255,2907,86,1002,False,False,18
9751,123883,2412,49,104,False,False,29
9752,168255,4179,708,1102,False,False,26
9753,145585,395,50,20,False,False,19
9754,236321,0,0,149,False,True,13
